sector,market_cap,revenue,company,company_id,n_employee,state,headoffice_address,lat,lng
Banks,1713,617,FIRST INTERSTATE BANCSYSTEM INC,1635433,2330,Montana MT,401 North 31st Street Post Box 30918 Billings  Montana MT 59116 United States,45.7834358,-108.5121411
Telecommunication Services,1712,631,SHENANDOAH TELECOMMUNICATIONS CO,27779,1029,Virginia VA,500 Shentel Way Post Office Box 459 Edinburg Virginia VA 22824 United States,38.8260218,-78.5567691
Health,1711,7314,MAGELLAN HEALTH INC ,19429,10500,Arizona AZ,4800 North Scottsdale Road Suite 4400 Scottsdale Arizona AZ 85251 United States,33.5084918,-111.9271907
Banks,1708,467,NORTHWEST BANCSHARES INC ,22531,2258,Pennsylvania PA,100 Liberty Street Post Office Box 128 Warren Pennsylvania PA 16365 United States,41.9396971,-79.1342811
General Retailers,1707,1088,CROCS INC,813486,3901,Colorado CO,7477 East Dry Creek Parkway Niwot  Colorado CO 80503 United States,40.0905397,-105.1797434
Oil & Gas,1705,882,MAGNOLIA OIL & GAS CORP ,2655270,27,Texas TX,Nine Greenway Plaza Suite 1300 Houston Texas TX 77046 United States,29.7328655,-95.4334319
Health,1703,454,US PHYSICAL THERAPY INC,31991,4600,Texas TX,1300 West Sam Houston Parkway South Suite 300 Houston Texas TX 77042 United States,29.7482437,-95.5589825
Food Producers & Processors,1700,850,HOSTESS BRANDS INC ,2385230,2000,Connecticut CT,200 Greenwich Avenue Greenwich  Connecticut CT 06830 United States,41.0273233,-73.6264853
Banks,1699,710,HOPE BANCORP INC ,21503,1494,California CA,3200 Wilshire Boulevard Suite 1400 Los Angeles California CA 90010 United States,34.061458,-118.2919856
Leisure Goods,1697,1243,CALLAWAY GOLF CO,5557,2400,California CA,2180 Rutherford Road Carlsbad  California CA 92008-7328 United States,33.1318162,-117.2806389
Electronic & Electrical Equipment,1697,2234,EDGEWELL PERSONAL CARE CO ,10651,5900,Missouri MO,1350 Timberlake Manor Parkway Chesterfield  Missouri MO 63017 United States,38.6481405,-90.5269746
Oil & Gas,1694,1705,PROPETRO HOLDING CORP,2634083,1579,Texas TX,1706 South Midkiff Building B Midland Texas TX 79701 United States,31.9708463,-102.1104647
Real Estate,1688,282,GLOBAL NET LEASE INC,2293431,1,New York NY,405 Park Avenue 3rd Floor  New York NY 10022 United States,40.7597071,-73.9716679
Construction & Building Materials,1686,1722,HARSCO CORP,14365,9900,Pennsylvania PA,350 Poplar Church Road Camp Hill  Pennsylvania PA 17011 United States,40.2602355,-76.9106004
Investment Companies,1679,,BLACKROCK SCIENCE AND TECHNOLOGY TRUST II,3050077,,Delaware DE,100 Bellevue Parkway Wilmington  Delaware DE 19809 United States,39.7776142,-75.4903274
Software & Computer Services,1678,298,FORESCOUT TECHNOLOGIES INC,2719470,1116,California CA,190 West Tasman Drive San Jose  California CA 95134 United States,37.4095522,-121.9546878
Banks,1676,575,HEARTLAND FINANCIAL USA INC,14539,2045,Iowa IA,1398 Central Avenue Dubuque  Iowa IA 52001 United States,42.5060316,-90.6672989
Software & Computer Services,1673,875,CSG SYSTEMS INTERNATIONAL INC,8366,3965,Colorado CO,6175 S Willow Drive 10th Floor Greenwood Village  Colorado CO 80111 United States,39.6029362,-104.8885418
Software & Computer Services,1669,910,NETSCOUT SYSTEMS INC,21875,2585,Massachusetts MA,310 Littleton Road Westford  Massachusetts MA 01886 United States,42.5530747,-71.4417174
Clothing & Personal Products,1669,976,PRESTIGE CONSUMER HEALTHCARE INC ,600759,520,New York NY,660 White Plains Road Suite 250 Tarrytown New York NY 10591 United States,41.0598012,-73.8347386
Business Services,1665,498,MCGRATH RENTCORP,19952,1066,California CA,5700 Las Positas Road Livermore  California CA 94551-7800 United States,37.70117,-121.7268042
Construction & Building Materials,1664,1460,ARCOSA INC,2938449,4150,Texas TX,500 North Akard Street Suite 400 Dallas Texas TX 75201 United States,32.7844503,-96.8001857
Construction & Building Materials,1661,3682,BMC STOCK HOLDINGS INC ,1971658,9500,North Carolina NC,8020 Arco Corporate Drive Suite 400 Raleigh North Carolina NC 27617 United States,35.9074015,-78.7785233
Speciality & Other Finance,1659,886,MOELIS & CO,2061627,845,New York NY,399 Park Avenue 5th Floor  New York NY 10022 United States,40.7592825,-73.9719906
Real Estate,1654,644,ALEXANDER & BALDWIN INC,1830202,875,Hawaii HI,822 Bishop Street Post Office Box 3440 Honolulu Hawaii HI 96813 United States,21.3079324,-157.8625906
Engineering & Machinery,1652,2090,SPX FLOW INC,2343205,7000,North Carolina NC,13320 Ballantyne Corporate Place Charlotte  North Carolina NC 28277 United States,35.0607938,-80.8458228
Diversified Industrials,1650,1875,KAMAN CORP,17666,5100,Connecticut CT,1332 Blue Hills Avenue Bloomfield  Connecticut CT 06002 United States,41.8594262,-72.7089892
Banks,1639,200,WESTAMERICA BANCORP,33327,762,California CA,1108 Fifth Avenue San Rafael  California CA 94901 United States,37.9744255,-122.5288828
Pharmaceuticals and Biotechnology,1639,,TRICIDA INC,2833412,76,California CA,7000 Shoreline Court Suite 201 South San Francisco California CA 94080 United States,37.6688473,-122.3900016
Steel & Other Metals,1637,2508,MUELLER INDUSTRIES INC,21279,5134,Tennessee TN,150 Schilling Boulevard Suite 100 Collierville Tennessee TN 38017 United States,35.04158,-89.7026749
Transport,1633,611,HEARTLAND EXPRESS INC,14538,3450,Iowa IA,901 North Kansas Avenue North Liberty  Iowa IA 52317 United States,41.7577674,-91.6401734
Engineering & Machinery,1632,385,DRIL-QUIP INC,9636,1926,Texas TX,6401 North Eldridge Parkway Houston  Texas TX 77041 United States,29.8668253,-95.6101654
Food & Drug Retailers,1631,16395,CORE-MARK HOLDING CO INC,601157,8087,California CA,395 Oyster Point Boulevard Suite 415 South San Francisco California CA 94080 United States,37.6676844,-122.3830972
Health,1631,51,INSPIRE MEDICAL SYSTEMS INC,2812976,165,Minnesota MN,5500 Wayzata Boulevard Suite 1600 Golden Valley Minnesota MN 55416 United States,44.9713611,-93.3502713
Electronic & Electrical Equipment,1630,2874,PLEXUS CORP,24637,18000,Wisconsin WI,One Plexus Way Post Box 156 Neenah Wisconsin WI 54957 United States,44.1883284,-88.4639135
Food & Drug Retailers,1629,,CHEWY INC,3044303,9833,Florida FL,1855 Griffin Road Suite B-428 Dania Beach Florida FL 33004 United States,26.0594381,-80.1615227
Business Services,1626,1338,ICF INTERNATIONAL INC,824791,6000,Virginia VA,9300 Lee Highway Fairfax  Virginia VA 22031 United States,38.8723814,-77.2657486
Tobacco,1625,1870,VECTOR GROUP LTD,32416,1555,Florida FL,4400 Biscayne Boulevard 10th Floor Miami Florida FL 33137 United States,25.8168584,-80.1891193
Engineering & Machinery,1623,1539,SPX CORP,28937,4000,North Carolina NC,13320-A Ballantyne Corporate Place Charlotte  North Carolina NC 28277 United States,35.0607938,-80.8458228
Information Technology Hardware,1618,385,MAXLINEAR INC,1635432,739,California CA,5966 La Place Court Suite 100 Carlsbad California CA 92008 United States,33.1317516,-117.2700916
Speciality & Other Finance,1618,829,ARTISAN PARTNERS ASSET MANAGEMENT INC,1938625,425,Wisconsin WI,875 East Wisconsin Avenue Suite 800 Milwaukee Wisconsin WI 53202 United States,43.0387681,-87.9004545
Pharmaceuticals and Biotechnology,1616,,AUDENTES THERAPEUTICS INC,2493943,207,California CA,600 California Street 17th Floor SanFrancisco California CA 94108 United States,37.7929158,-122.4046905
Forestry & Paper,1614,963,CAVCO INDUSTRIES INC,564361,4650,Arizona AZ,3636 North Central Avenue Suite 1200 Phoenix Arizona AZ 85012 United States,33.4904798,-112.0744177
Investment Companies,1613,31,ADAMS DIVERSIFIED EQUITY FUND INC ,749,,Maryland MD,500 East Pratt Street Suite 1300 Baltimore Maryland MD 21202 United States,39.2871831,-76.6083641
Oil & Gas,1611,390,COMSTOCK RESOURCES INC,7606,113,Texas TX,Comstock Tower 5300 Town and Country Boulevard Suite 500 Frisco Texas TX 75034 United States,33.0905633,-96.8425279
Software & Computer Services,1607,1750,ALLSCRIPTS HEALTHCARE SOLUTIONS INC ,1532,9500,Illinois IL,222 Merchandise Mart Plaza Suite 2024 Chicago Illinois IL 60654 United States,41.8884096,-87.6354498
Speciality & Other Finance,1605,252,HAMILTON LANE INC,2624747,370,Pennsylvania PA,One Presidential Boulevard 4th Floor Bala Cynwyd Pennsylvania PA 19004 United States,40.0100262,-75.2109058
Utilities - Other,1598,916,MUELLER WATER PRODUCTS INC,797091,2700,Georgia GA,1200 Abernathy Road North East Suite 1200 Atlanta Georgia GA 30328 United States,33.9343354,-84.352191
Real Estate,1588,522,NEW YORK MORTGAGE TRUST INC,742337,36,New York NY,90 Park Avenue 23rd Floor  New York NY 10016 United States,40.7507673,-73.9793811
Health,1585,596,CORVEL CORP,7996,3904,California CA,2010 Main Street Suite 600 Irvine California CA 92614 United States,33.6843249,-117.8514732
Food Producers & Processors,1585,193,FRESHPET INC,2164725,382,New Jersey NJ,400 Plaza Drive 1st Floor Secaucus New Jersey NJ 07094 United States,40.7874309,-74.0433644
Software & Computer Services,1575,190,APPFOLIO INC,2300312,916,California CA,50 Castilian Drive Santa Barbara  California CA 93117 United States,34.4342256,-119.8637113
Construction & Building Materials,1569,751,WILLSCOT CORP ,2336446,2000,Maryland MD,901 South Bond Street Suite 600 Baltimore  Maryland MD 21231 United States,39.2805499,-76.5945061
Electronic & Electrical Equipment,1565,434,BADGER METER INC,3392,1531,Wisconsin WI,4545 West Brown Deer Road PO Box 245036 Milwaukee Wisconsin WI 53223 United States,43.1757869,-87.9686175
Investment Companies,1549,71,REAVES UTILITY INCOME FUND,875117,,Colorado CO,1290 Broadway Suite 1100 Denver Colorado CO 80203 United States,39.7365765,-104.9868044
Leisure & Hotels,1544,890,AIRCASTLE LIMITED,11500,109,Connecticut CT,201 Tresser Boulevard Suite 400 Stamford Connecticut CT 06901 United States,41.0499099,-73.5378788
Transport,1543,2223,MATSON INC ,1349,2007,Hawaii HI,1411 Sand Island Parkway Honolulu  Hawaii HI 96819 United States,21.309359,-157.8818136
Education,1543,581,CAREER EDUCATION CORP,5827,4244,Illinois IL,231 North Martingale Road Schaumburg  Illinois IL 60173 United States,42.0331595,-88.0327167
Media & Entertainment,1539,1084,GRAY TELEVISION INC ,13794,8523,Georgia GA,4370 Peachtree Road North East Suite 400 Atlanta Georgia GA 30319 United States,33.8715836,-84.3339091
Consumer Services,1537,,COVETRUS INC,2992276,5000,Maine ME,7 Custom House Street Portland  Maine ME 04101 United States,43.657593,-70.2508959
Steel & Other Metals,1531,1586,KAISER ALUMINUM CORP,82544,2860,California CA,27422 Portola Parkway Suite 200 Foothill Ranch California CA 92610-2831 United States,33.6706719,-117.6541377
Banks,1526,581,BERKSHIRE HILLS BANCORP INC,4081,1917,Massachusetts MA,60 State Street Boston  Massachusetts MA 01209 United States,42.3593837,-71.0565553
Business Services,1526,593,MOBILE MINI INC,20917,2049,Arizona AZ,4646 East Van Buren Street Suite 400 Phoenix Arizona AZ 85008 United States,33.4518705,-111.9848062
Speciality & Other Finance,1518,1042,GREEN DOT CORP,1195777,1100,California CA,3465 East Foothill Boulevard Pasadena  California CA 91107 United States,34.1515595,-118.0788894
Food & Drug Retailers,1516,3933,SALLY BEAUTY HOLDINGS INC,893667,29970,Texas TX,3001 Colorado Boulevard Denton  Texas TX 76210 United States,33.1846095,-97.0995193
Food Producers & Processors,1512,1189,USANA HEALTH SCIENCES INC ,32027,1911,Utah UT,3838 West Parkway Boulevard Salt Lake City  Utah UT 84120-6336 United States,40.7132655,-111.9807301
Banks,1511,469,NBT BANCORP INC,21699,1791,New York NY,52 South Broad Street Post Box 351 Norwich New York NY 13815 United States,42.5289388,-75.5241215
Utilities - Other,1507,717,CHESAPEAKE UTILITIES CORP,6612,983,Delaware DE,909 Silver Lake Boulevard Dover  Delaware DE 19904 United States,39.1764275,-75.5362677
Business Services,1504,1938,BGC PARTNERS INC ,11033,4688,New York NY,499 Park Avenue   New York NY 10022 United States,40.7626591,-73.9696518
Engineering & Machinery,1502,2183,COMFORT SYSTEMS USA INC,7410,9900,Texas TX,675 Bering Drive Suite 400 Houston Texas TX 77057 United States,29.7614528,-95.4791437
Household Products,1502,1532,SLEEP NUMBER CORP ,27538,4220,Minnesota MN,1001 Third Avenue South Minneapolis  Minnesota MN 55404 United States,44.9715259,-93.2703388
Health,1502,4747,BROOKDALE SENIOR LIVING INC,817733,49500,Tennessee TN,111 Westwood Place Suite 400 Brentwood Tennessee TN 37027 United States,36.0361688,-86.8066376
Pharmaceuticals and Biotechnology,1502,409,SUPERNUS PHARMACEUTICALS INC,1816267,448,Maryland MD,1550 East Gude Drive Rockville  Maryland MD 20850 United States,39.0950796,-77.1322474
Oil & Gas,1499,584,USA COMPRESSION PARTNERS LP,1924853,864,Texas TX,100 Congress Avenue Suite 450 Austin Texas TX 78701 United States,30.2639807,-97.7448532
Business Services,1492,2660,RENT A CENTER INC,26061,14000,Texas TX,5501 Headquarters Drive Plano  Texas TX 75024 United States,33.0851646,-96.8135804
Banks,1491,412,PARK NATIONAL CORP,23823,1782,Ohio OH,50 North Third Street Post Office Box 3500 Newark Ohio OH 43058-3500 United States,39.9635525,-82.9976947
Pharmaceuticals and Biotechnology,1489,,TURNING POINT THERAPEUTICS INC,3022341,50,California CA,10628 Science Center Drive Suite 225 San Diego California CA 92121 United States,32.8977294,-117.2313262
Oil & Gas,1487,1909,OCEANEERING INTERNATIONAL INC,22915,8600,Texas TX,11911 Farm to Market 529 Road Houston  Texas TX 77041 United States,29.8793825,-95.5887247
Health,1487,124,STAAR SURGICAL CO,29000,475,California CA,1911 Walker Avenue Monrovia  California CA 91016 United States,34.1299153,-118.0008203
Leisure & Hotels,1486,3135,BRINKER INTERNATIONAL INC,5104,58478,Texas TX,6820 LBJ Freeway Dallas  Texas TX 75240 United States,32.9239341,-96.7874098
Business Services,1486,,HEALTH CATALYST INC,3061398,,Utah UT,3165 Millrock Drive Suite 400 Salt Lake City Utah UT 84121 United States,40.6329467,-111.8037809
Engineering & Machinery,1484,1183,ACTUANT CORP,729,5300,Wisconsin WI,N86 W12500 Westbrook Crossing Menomonee Falls  Wisconsin WI 53051 United States,43.1733188,-88.0649924
Household Products,1483,3443,STEELCASE INC,29160,12700,Michigan MI,901 44th Street South East Grand Rapids  Michigan MI 49508 United States,42.8849745,-85.642363
Real Estate,1481,215,SERITAGE GROWTH PROPERTIES,2305666,69,New York NY,500 Fifth Avenue Suite 1530  New York NY 10110 United States,40.7539143,-73.9810162
Real Estate,1480,161,EASTERLY GOVERNMENT PROPERTIES INC,2214692,32,District Of Columbia DC,2101 L Street Northwest Suite 650 Washington District Of Columbia DC 20037 United States,38.9041503,-77.0470138
Software & Computer Services,1475,345,NIC INC ,21603,920,Kansas KS,25501 West Valley Parkway Suite 300 Olathe Kansas KS 66061 United States,38.944273,-94.8820269
Real Estate,1475,495,TANGER FACTORY OUTLET CENTERS INC,29964,643,North Carolina NC,3200 Northline Avenue Suite 360 Greensboro North Carolina NC 27408 United States,36.0882694,-79.8338569
Pharmaceuticals and Biotechnology,1468,,G1 THERAPEUTICS INC,2657879,84,North Carolina NC,79 T W Alexander Drive 4501 Research Commons Suite 100 Research Triangle Park North Carolina NC 27709 United States,35.9038358,-78.8776195
Pharmaceuticals and Biotechnology,1466,10,INSMED INC,16157,373,New Jersey NJ,10 Finderne Avenue Building 10 Bridgewater New Jersey NJ 08807-3365 United States,40.556426,-74.578528
Transport,1460,3684,HUB GROUP INC,15171,5400,Illinois IL,2000 Clearwater Drive Oak Brook  Illinois IL 60523 United States,41.8506503,-87.930263
Mining,1456,2452,ARCH COAL INC,2540737,3822,Missouri MO,One CityPlace Drive Suite 300 St Louis Missouri MO 63141 United States,38.6732455,-90.4399003
Investment Companies,1445,61,TRI-CONTINENTAL CORP,31270,,Massachusetts MA,225 Franklin Street Boston  Massachusetts MA 02110 United States,42.3559701,-71.0539553
Household Products,1444,1745,LA-Z-BOY INC,18544,9700,Michigan MI,One La-Z-Boy Drive Monroe  Michigan MI 48162-5138 United States,41.9330755,-83.3946508
Diversified Industrials,1444,1532,ENPRO INDUSTRIES INC,80987,5900,North Carolina NC,5605 Carnegie Boulevard Suite 500 Charlotte North Carolina NC 28209 United States,35.1533071,-80.8382114
Food Producers & Processors,1443,519,TOOTSIE ROLL INDUSTRIES INC,30906,2000,Illinois IL,7401 South Cicero Avenue Chicago  Illinois IL 60629 United States,41.7583948,-87.740932
Leisure & Hotels,1441,4126,BLOOMIN' BRANDS INC,1878334,93000,Florida FL,2202 North West Shore Boulevard Suite 500 Tampa Florida FL 33607 United States,27.9604943,-82.5252531
Pharmaceuticals and Biotechnology,1439,251,CORCEPT THERAPEUTICS INC,374642,166,California CA,149 Commonwealth Drive Menlo Park  California CA 94025 United States,37.4812387,-122.1738067
Investment Companies,1437,266,TPG RE FINANCE TRUST INC,2682433,,New York NY,888 Seventh Avenue Between 56th & 57th Streets 35th Floor New York NY 10106 United States,40.7654863,-73.9808532
Oil & Gas,1434,4140,ANTERO RESOURCES CORP ,1993111,623,Colorado CO,1615 Wynkoop Street Denver  Colorado CO 80202 United States,39.752448,-105.0011122
Information Technology Hardware,1429,456,CRAY INC,8119,1287,Washington WA,901 Fifth Avenue Suite 1000 Seattle Washington WA 98164 United States,47.6057778,-122.3318444
Oil & Gas,1427,1344,SUBURBAN PROPANE PARTNERS LP,29433,3277,New Jersey NJ,240 Route 10 West Post Box 206 Whippany New Jersey NJ 07981-0206 United States,40.8260792,-74.4272995
Electronic & Electrical Equipment,1426,231,RAMBUS INC,25728,796,California CA,1050 Enterprise Way Suite 700 Sunnyvale California CA 94089 United States,37.4045818,-122.0360211
Pharmaceuticals and Biotechnology,1418,,AIMMUNE THERAPEUTICS INC,2316938,215,California CA,8000 Marina Boulevard Suite 300 Brisbane California CA 94005-1884 United States,37.6742969,-122.3850004
Insurance,1407,836,SAFETY INSURANCE GROUP INC,256646,627,Massachusetts MA,20 Custom House Street Boston  Massachusetts MA 02110 United States,42.3581038,-71.0533603
Insurance,1399,720,FBL FINANCIAL GROUP INC,11629,1647,Iowa IA,5400 University Avenue West Des Moines  Iowa IA 50266-5997 United States,41.5976585,-93.7804976
Business Services,1398,120,NATIONAL RESEARCH CORP,21629,,Nebraska NE,1245 Q Street Lincoln  Nebraska NE 68508 United States,40.8155069,-96.70304
